,AnalysisDate,ISIN,OAS_Swap,RiskEntityId,TICKER,IndustryGroup,Market,Sector,SectorGroup,Currency,MatDate,SnrtyCodeDesc,Coupon,CouponPaymentFrequencyCode,Effective_Duration,AmtOutstanding,Price,PriceIsRolledOver,MoodyRating,SandPRating,CurveId,MatYears,logOAS,IL_dist,outlier,suppressed,w,kernel,IL_weight,y,wkil,w_sort,distance
51,5/2/2016,US455780BU96,0.028897399,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/15/2045,Senior Unsecured,5.125,Semiannually,14.75661546,3.754090091,101.125,N,Baa3,BB+,USD-IDGV-SEN,28.7063655,2.061166493,0,FALSE,FALSE,3.754090091,0.883756448,1,1.862310754,3.317701326,0.862304579,-0.198855739
52,5/2/2016,US455780BT24,0.021921718,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/15/2025,Senior Unsecured,4.125,Semiannually,7.319220168,3.754090091,102.25,N,Baa3,BB+,USD-IDGV-SEN,8.706365503,1.784892747,0,FALSE,FALSE,3.754090091,0.883756448,1,1.586037008,3.317701326,0.862304579,-0.198855739
53,5/2/2016,US455780BR67,0.031345373,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/15/2044,Senior Unsecured,6.75,Semiannually,13.5603776,3.754090091,121.5,N,Baa3,BB+,USD-IDGV-SEN,27.70431212,2.142481581,0,FALSE,FALSE,3.754090091,0.883756448,1,1.943625842,3.317701326,0.862304579,-0.198855739
54,5/2/2016,US455780BQ84,0.022802938,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/15/2024,Senior Unsecured,5.875,Semiannually,6.301977,3.754090091,113.625,N,Baa3,BB+,USD-IDGV-SEN,7.704312115,1.824304307,0,FALSE,FALSE,3.754090091,0.883756448,1,1.625448569,3.317701326,0.862304579,-0.198855739
55,5/2/2016,US455780AD80,0.019819634,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,8/1/2019,Unsecured,9.02,Semiannually,0.24931216,0.046926126,101.55,N,NR,NR,USD-IDGV-SEN,3.247091034,1.684087978,0,FALSE,FALSE,0.046926126,0.883756448,1,1.48523224,0.041471267,0.862304579,-0.198855739
56,5/2/2016,US455780AG12,0.019130288,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,6/1/2021,Unsecured,8.9,Semiannually,4.185204941,0.046926126,126.625,N,NR,NR,USD-IDGV-SEN,5.081451061,1.648687766,0,FALSE,FALSE,0.046926126,0.883756448,1,1.449832027,0.041471267,0.862304579,-0.198855739
57,5/2/2016,US455780AX45,0.031075858,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,2/17/2037,Senior Unsecured,6.625,Semiannually,12.00727757,2.815567568,118.375,N,Baa3,BB+,USD-IDGV-SEN,20.79671458,2.133846155,0,FALSE,FALSE,2.815567568,0.883756448,1,1.934990417,2.488275994,0.862304579,-0.198855739
58,5/2/2016,US455780BM70,0.026636386,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,4/15/2043,Senior Unsecured,4.625,Semiannually,15.10191642,2.815567568,97.125,N,Baa3,BB+,USD-IDGV-SEN,26.95140315,1.979693102,0,FALSE,FALSE,2.815567568,0.883756448,1,1.780837363,2.488275994,0.862304579,-0.198855739
59,5/2/2016,US455780AY28,0.010668175,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/17/2018,Senior Unsecured,6.875,Semiannually,1.61924489,3.566385587,108,N,Baa3,BB+,USD-IDGV-SEN,1.711156742,1.064679942,0,FALSE,FALSE,3.566385587,0.883756448,1,0.865824203,3.151816259,0.862304579,-0.198855739
60,5/2/2016,US455780AZ92,0.032621522,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/17/2038,Senior Unsecured,7.75,Semiannually,11.75175168,3.754090091,131,N,Baa3,BB+,USD-IDGV-SEN,21.71115674,2.182387154,0,FALSE,FALSE,3.754090091,0.883756448,1,1.983531416,3.317701326,0.862304579,-0.198855739
61,5/2/2016,US455780BC98,0.014304211,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,3/4/2019,Senior Unsecured,11.625,Semiannually,2.503443016,3.754090091,125,N,Baa3,BB+,USD-IDGV-SEN,2.836413415,1.357968891,0,FALSE,FALSE,3.754090091,0.883756448,1,1.159113152,3.317701326,0.862304579,-0.198855739
62,5/2/2016,US455780BD71,0.016712993,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,3/13/2020,Senior Unsecured,5.875,Semiannually,3.510335357,3.754090091,111.125,N,Baa3,BB+,USD-IDGV-SEN,3.863107461,1.513601321,0,FALSE,FALSE,3.754090091,0.883756448,1,1.314745582,3.317701326,0.862304579,-0.198855739
63,5/2/2016,US455780BF20,0.018385636,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,5/5/2021,Senior Unsecured,4.875,Semiannually,4.428458321,4.692612614,108.125,N,Baa3,BB+,USD-IDGV-SEN,5.00752909,1.608984601,0,FALSE,FALSE,4.692612614,0.883756448,1,1.410128862,4.147126657,0.862304579,-0.198855739
64,5/2/2016,US455780BJ42,0.029491459,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/17/2042,Unsecured,5.25,Semiannually,13.99349448,4.223351352,102.375,N,Baa3,BB+,USD-IDGV-SEN,25.71115674,2.081515619,0,FALSE,FALSE,4.223351352,0.883756448,1,1.88265988,3.732413991,0.862304579,-0.198855739
65,5/2/2016,US455780BK15,0.01926155,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,4/25/2022,Senior Unsecured,3.75,Semiannually,5.41409321,3.754090091,102.375,N,Baa3,BB+,USD-IDGV-SEN,5.979466119,1.655525807,0,FALSE,FALSE,3.754090091,0.883756448,1,1.456670068,3.317701326,0.862304579,-0.198855739
66,5/2/2016,US455780BL97,0.020123981,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,4/15/2023,Senior Unsecured,3.375,Semiannually,6.241096937,2.815567568,99.255,N,Baa3,BB+,USD-IDGV-SEN,6.951403149,1.699327098,0,FALSE,FALSE,2.815567568,0.883756448,1,1.500471359,2.488275994,0.862304579,-0.198855739
67,5/2/2016,US455780BP02,0.02340776,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,10/17/2023,Senior Unsecured,5.375,Semiannually,6.284290113,1.877045046,109.75,N,Baa3,BB+,USD-IDGV-SEN,7.457905544,1.850482503,0,FALSE,FALSE,1.877045046,0.883756448,1,1.651626764,1.658850663,0.862304579,-0.198855739
68,5/2/2016,USY20721BG36,0.021756904,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/15/2025,Senior Unsecured,4.125,Semiannually,7.320275982,3.754090091,102.375,N,Baa3,BB+,USD-IDGV-SEN,8.706365503,1.777346044,0,FALSE,FALSE,3.754090091,0.883756448,1,1.578490305,3.317701326,0.862304579,-0.198855739
69,5/2/2016,US455780AT33,0.032424471,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,10/12/2035,Senior Unsecured,8.5,Semiannually,11.06444852,3.003272073,139.125,N,Baa3,BB+,USD-IDGV-SEN,19.44421629,2.17632831,0,FALSE,FALSE,3.003272073,0.883756448,1,1.977472571,2.654161061,0.862304579,-0.198855739
70,5/2/2016,USY20721AP44,0.013911014,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,3/4/2019,Senior Unsecured,11.625,Semiannually,2.503640758,3.754090091,125.125,N,Baa3,BB+,USD-IDGV-SEN,2.836413415,1.330095811,0,FALSE,FALSE,3.754090091,0.883756448,1,1.131240073,3.317701326,0.862304579,-0.198855739
71,5/2/2016,USY20721AU39,0.018130505,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,5/5/2021,Senior Unsecured,4.875,Semiannually,4.428898213,4.692612614,108.25,N,Baa3,BB+,USD-IDGV-SEN,5.00752909,1.595010813,0,FALSE,FALSE,4.692612614,0.883756448,1,1.396155074,4.147126657,0.862304579,-0.198855739
72,5/2/2016,USY20721AF61,0.005490584,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,3/9/2017,Senior Unsecured,6.875,Semiannually,0.83596583,1.877045046,104.375,N,Baa3,BB+,USD-IDGV-SEN,0.851471595,0.549058448,0,FALSE,FALSE,1.877045046,0.883756448,1,0.350202709,1.658850663,0.862304579,-0.198855739
73,5/2/2016,USY20721BK48,0.031271223,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/15/2044,Senior Unsecured,6.75,Semiannually,13.56710863,3.754090091,121.625,N,Baa3,BB+,USD-IDGV-SEN,27.70431212,2.140113182,0,FALSE,FALSE,3.754090091,0.883756448,1,1.941257444,3.317701326,0.862304579,-0.198855739
74,5/2/2016,USY20721BM04,0.028815517,100066650,IDGV,SOVRN,SV,SOVR,SOV,USD,1/15/2045,Senior Unsecured,5.125,Semiannually,14.76500965,3.754090091,101.25,N,Baa3,BB+,USD-IDGV-SEN,28.7063655,2.058328948,0,FALSE,FALSE,3.754090091,0.883756448,1,1.859473209,3.317701326,0.862304579,-0.198855739
