,Earnings Yield,Value,Leverage,Growth,Profitability,Dividend Yield,Size,Liquidity,Market Sensitivity,Volatility,Medium-Term Momentum,MidCap,Exchange Rate Sensitivity,Software,Communications Equipment,"Technology Hardware, Storage & Peripherals","Electronic Equipment, Instruments & Components",Semiconductors & Semiconductor Equipment,Diversified Telecommunication Services,Wireless Telecommunication Services,Electric Utilities,Gas Utilities,Multi-Utilities,Water Utilities,Independent Power and Renewable Electricity Producers,Equity Real Estate Investment Trusts (REITs),Real Estate Management & Development,Energy Equipment & Services,"Oil, Gas & Consumable Fuels",Chemicals,Construction Materials,Containers & Packaging,Metals & Mining,Paper & Forest Products,Aerospace & Defense,Building Products,Construction & Engineering,Electrical Equipment,Industrial Conglomerates,Machinery,Trading Companies & Distributors,Commercial Services & Supplies,Professional Services,Air Freight & Logistics,Airlines,Marine,Road & Rail,Transportation Infrastructure,Auto Components,Automobiles,Household Durables,Leisure Products,"Textiles, Apparel & Luxury Goods","Hotels, Restaurants & Leisure",Diversified Consumer Services,Media,Distributors,Internet & Direct Marketing Retail,Multiline Retail,Specialty Retail,Food & Staples Retailing,Beverages,Food Products,Tobacco,Household Products,Personal Products,Health Care Equipment & Supplies,Health Care Providers & Services,Health Care Technology,Biotechnology,Pharmaceuticals,Life Sciences Tools & Services,Banks,Thrifts & Mortgage Finance,Diversified Financial Services,Consumer Finance,Capital Markets,Mortgage Real Estate Investment Trusts (REITs),Insurance,Internet Software & Services,IT Services,Market Intercept,estu,rets,mcap
1155ZVG65,0.0591914393008,0.0679507777095,0.344239205122,0.298257887363,-0.283989191055,-1.39478635788,-0.340907126665,0.491320729256,0.548081576824,-0.180383101106,0.591128051281,1.0,1.72756171227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,-0.00507614213198,1901077696.0
11DGZLBH5,0.501886069775,0.437243312597,-0.630621314049,0.389803498983,-0.0994310900569,-1.39478635788,-1.43977880478,0.963933587074,-0.557311415672,2.54023504257,-1.92451310158,,-1.75107777119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.12,53375000.0
11JMZFSN8,-1.44593858719,-0.752007365227,-1.12020099163,-2.39542174339,-3.50427365303,-1.39478635788,-1.0700378418,1.36483860016,-1.11469078064,1.31749093533,2.24851870537,,0.588894963264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,168462000.0
11JS8VT41,-0.0774449408054,-0.241346359253,0.587887763977,0.0180553402752,0.124588921666,-1.39478635788,-0.728523075581,0.81504881382,0.154325053096,0.421023994684,1.66599273682,,0.206470325589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.00411522633745,499803500.0
11XCHW528,-3.16003060341,-1.59611046314,3.95175290108,-2.29514527321,-2.82887482643,-1.39478635788,-2.00600290298,-4.20271873474,1.04537951946,-0.763607084751,-0.382028728724,,-0.242967069149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,0.0,6823125.0
122JHRL77,1.65208721161,1.46816968918,3.50806331635,-2.17211127281,-0.102176405489,0.939481914043,-1.10513913631,0.304584145546,0.0182688869536,-0.0490957461298,-0.768848717213,,-0.378417372704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0535714285714,38114000.0
126PHM1C1,-1.05636692047,0.651749312878,-1.12020099163,-2.44168114662,-1.16024136543,-1.39478635788,-2.16162753105,-0.51770734787,4.55698108673,3.45563030243,0.00070616020821,,3.39903020859,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,9266750.0
12AYRWGZ7,-3.16003060341,-3.15753316879,0.951582729816,-2.78224110603,-1.31135928631,-1.39478635788,-0.91525042057,-0.142442300916,0.552130460739,0.0626229196787,-0.812970638275,,0.748060703278,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0322580645161,278368000.0
12G4RRX55,-3.16003060341,0.948396325111,-0.462411373854,-1.36107993126,-1.73650324345,-1.39478635788,-2.21993327141,0.960169911385,-0.357816070318,2.88097548485,3.60136127472,,-0.488003581762,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,2856000.0
12QFRGTG4,-0.269216865301,-0.212965250015,-0.838035404682,0.785316348076,0.113793894649,-1.39478635788,-1.10205042362,1.62140023708,1.31645381451,1.18374478817,-0.850729703903,,0.0726904273033,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-0.0491803278689,93873000.0
